date,mosquito_Indicator,rain(mm),mean_T(℃),min_T(℃),max_T(℃)
2019-08-16,"1,596",0.1,25.9,23.0,29.5
2019-08-17,"2,183",0.0,25.9,23.4,28.8
2019-08-18,"1,935",0.0,25.6,22.6,30.7
2019-08-19,"2,134",0.0,26.3,21.2,31.3
2019-08-20,"2,505",0.0,28.2,23.2,32.8
2019-08-21,"2,565",1.3,27.0,24.4,30.4
2019-08-22,"2,679",0.0,26.9,23.0,31.4
2019-08-23,"3,312",0.0,26.2,22.7,30.5
2019-08-24,"3,226",0.0,24.1,21.5,27.3
2019-08-25,"2,481",0.0,25.0,20.2,29.9
2019-08-26,"2,651",0.0,26.4,21.5,32.1
2019-08-27,"2,835",20.0,25.7,22.2,29.3
2019-08-28,"2,604",0.0,26.1,23.6,30.2
2019-08-29,"2,911",36.9,23.4,20.1,26.4
2019-08-30,"2,591",0.2,22.6,19.5,27.0
2019-08-31,"2,559",0.0,23.5,18.5,28.9
2019-09-01,"2,352",0.0,23.7,19.2,27.8
2019-09-02,"2,506",0.0,24.4,19.4,29.7
2019-09-03,"2,742",0.0,24.1,22.0,28.0
2019-09-04,"2,564",22.7,22.8,21.2,25.5
2019-09-05,"2,900",36.4,23.0,21.5,27.6
2019-09-06,"2,914",2.4,25.3,21.6,29.1
2019-09-07,"3,141",2.8,25.7,22.6,29.5
2019-09-08,"3,008",0.0,24.7,22.9,27.3
2019-09-09,"3,361",0.0,25.1,22.4,28.0
2019-09-10,"3,310",63.2,23.8,22.1,26.5
2019-09-11,"2,797",7.6,24.3,20.4,28.7
2019-09-12,"2,580",3.9,21.0,18.7,22.9
2019-09-13,"2,518",0.1,23.3,18.3,29.3
2019-09-14,"3,337",0.3,22.4,20.8,24.1
2019-09-15,"2,530",0.0,24.2,19.5,30.0
2019-09-16,"3,592",0.0,24.5,20.7,30.5
2019-09-17,"3,865",0.0,23.5,18.0,29.0
2019-09-18,"3,058",0.0,21.0,16.0,25.4
2019-09-19,"2,935",0.0,19.5,13.6,26.0
2019-09-20,"2,534",0.0,19.6,15.8,24.2
2019-09-21,"2,677",0.0,19.6,18.3,22.1
2019-09-22,"2,193",0.4,18.6,17.3,19.6
2019-09-23,"2,704",0.0,20.0,16.9,24.6
2019-09-24,"2,283",0.0,19.8,13.9,26.5
2019-09-25,"2,344",0.0,20.9,14.8,27.4
2019-09-26,"2,392",0.0,22.9,17.7,29.0
2019-09-27,"2,521",0.0,22.9,19.6,27.0
2019-09-28,"2,393",0.0,23.7,19.4,29.2
2019-09-29,"2,592",0.0,22.6,17.9,28.6
2019-09-30,"2,631",0.0,22.4,16.4,29.9
2019-10-01,"2,569",0.0,23.1,17.6,28.2
2019-10-02,"2,493",23.1,21.6,20.0,24.2
2019-10-03,"2,445",4.6,22.4,19.8,27.3
2019-10-04,"2,503",0.0,22.4,18.0,27.8
2019-10-05,"3,150",0.6,18.7,14.7,21.9
2019-10-06,"2,136",0.0,18.1,13.2,22.7
2019-10-07,"2,471",25.4,14.8,13.3,17.9
2019-10-08,731,0.0,14.7,10.6,19.8
2019-10-09,847,0.0,13.6,7.7,20.4
2019-10-10,861,0.0,15.2,10.7,19.8
2019-10-11,"1,111",0.0,18.8,13.0,26.1
2019-10-12,"1,872",0.0,17.9,13.3,23.3
2019-10-13,"1,573",0.0,17.2,12.1,23.8
2019-10-14,"1,135",0.0,14.4,9.5,19.6
2019-10-15,609,0.0,14.5,8.8,20.4
2019-10-16,624,0.0,14.6,9.0,20.8
2019-10-17,874,0.0,15.4,11.2,21.6
2019-10-18,707,0.0,17.0,12.0,22.7
2019-10-19,"1,244",0.0,17.0,12.1,23.1
2019-10-20,896,0.0,16.5,12.0,22.9
2019-10-21,901,0.0,17.1,10.9,24.6
2019-10-22,936,0.0,18.1,13.3,24.4
2019-10-23,"1,004",0.0,17.0,14.3,20.7
2019-10-24,"1,125",0.0,18.3,15.3,23.8
2019-10-25,"1,276",0.0,16.7,13.1,22.0
2019-10-26,725,0.0,10.0,6.6,14.9
2019-10-27,181,0.0,11.0,4.7,17.4
2019-10-28,266,1.7,12.9,7.4,17.7
2019-10-29,439,0.1,12.5,8.2,17.6
2019-10-30,206,0.0,11.2,5.0,17.7
2019-10-31,185,0.0,14.8,8.4,19.7
