date,mosquito_Indicator,rain(mm),mean_T(℃),min_T(℃),max_T(℃)
2018-10-06,"1,221",55.5,18.0,16.3,21.7
2018-10-07,"1,340",0.0,16.4,12.3,21.1
2018-10-08,"1,149",0.0,14.8,9.2,20.9
2018-10-09,752,0.0,15.3,10.7,19.8
2018-10-10,"1,464",7.0,12.0,7.9,16.7
2018-10-11,269,0.0,9.7,6.1,13.9
2018-10-12,296,0.0,10.9,5.2,17.4
2018-10-13,329,0.0,12.5,6.1,19.8
2018-10-14,351,0.0,13.2,6.8,20.3
2018-10-15,724,0.0,15.2,10.9,21.0
2018-10-16,894,0.0,14.5,9.9,20.3
2018-10-17,568,0.0,12.4,8.4,18.6
2018-10-18,435,0.0,12.7,7.5,19.0
2018-10-19,853,0.0,13.1,7.2,20.4
2018-10-20,809,0.0,13.4,6.9,21.4
2018-10-21,634,0.0,13.4,7.2,21.1
2018-10-22,486,0.0,14.0,8.8,20.6
2018-10-23,444,5.0,12.2,9.8,16.9
2018-10-24,370,0.0,12.5,7.6,18.7
2018-10-25,379,0.0,13.8,7.0,21.2
2018-10-26,765,11.0,12.2,9.9,14.7
2018-10-27,301,0.0,8.7,6.2,11.6
2018-10-28,95,5.5,8.3,5.2,13.5
2018-10-29,72,0.0,7.2,3.4,11.7
2018-10-30,24,0.0,6.1,0.7,11.6
2018-10-31,148,0.0,7.4,3.0,12.6
