date,mosquito_Indicator,rain(mm),mean_T(℃),min_T(℃),max_T(℃)
2020-07-07,"3,303",0.0,24.1,22.1,28.1
2020-07-08,"3,235",0.0,25.5,21.3,30.4
2020-07-09,"3,689",0.0,27.5,21.8,32.9
2020-07-10,"3,893",2.2,24.5,22.7,27.7
2020-07-11,"3,578",0.0,25.8,22.2,30.2
2020-07-12,"3,824",2.9,23.5,21.7,26.0
2020-07-13,"3,036",47.6,18.7,17.7,21.7
2020-07-14,"2,574",11.5,20.3,17.2,24.3
2020-07-15,"3,240",0.0,23.4,18.9,28.7
2020-07-16,"3,795",0.0,25.0,20.4,29.7
2020-07-17,"3,847",0.0,26.0,21.5,31.6
2020-07-18,"3,225",0.0,26.1,22.8,31.0
2020-07-19,"3,634",29.1,24.0,20.6,26.6
2020-07-20,"3,589",3.6,23.8,22.4,26.6
2020-07-21,"3,851",0.0,25.0,21.4,30.5
2020-07-22,"3,628",11.5,23.7,22.6,25.7
2020-07-23,"3,540",103.1,21.1,18.5,22.6
2020-07-24,"2,089",2.9,22.5,18.7,26.8
2020-07-25,"3,035",0.0,24.3,22.3,29.0
2020-07-26,"2,663",0.0,25.4,21.6,29.6
2020-07-27,"3,221",2.2,24.3,22.9,25.5
2020-07-28,"2,646",0.4,24.4,22.7,26.4
2020-07-29,"2,884",50.1,23.7,22.6,24.9
2020-07-30,"2,143",0.1,25.3,23.4,28.4
2020-07-31,"3,043",1.5,26.2,22.8,29.6
2020-08-01,"3,187",39.1,25.3,24.3,26.9
2020-08-02,"3,183",31.4,24.9,23.5,26.4
2020-08-03,"2,401",102.6,25.0,23.9,26.3
2020-08-04,"1,902",3.9,27.0,25.0,29.4
2020-08-05,"2,302",18.5,26.5,25.5,29.1
2020-08-06,"2,378",75.7,24.1,22.9,26.0
2020-08-07,"2,101",0.0,24.3,22.6,26.1
2020-08-08,"2,233",19.1,24.2,22.7,26.1
2020-08-09,"2,236",50.3,24.9,23.7,25.8
2020-08-10,"2,122",44.6,26.5,24.7,29.5
2020-08-11,"1,907",97.0,24.6,22.4,27.3
2020-08-12,"2,052",0.0,27.2,23.5,31.3
2020-08-13,"2,533",0.0,28.0,26.3,30.3
2020-08-14,"2,293",0.4,27.1,26.5,28.0
2020-08-15,"2,721",69.0,26.1,25.0,27.0
2020-08-16,"2,389",0.0,27.4,25.3,30.8
2020-08-17,"3,488",0.0,28.2,26.1,32.2
2020-08-18,"3,211",0.0,27.5,24.0,31.9
2020-08-19,"3,011",0.0,27.1,23.6,31.4
2020-08-20,"3,247",0.0,27.7,25.0,31.7
2020-08-21,"3,098",2.5,26.6,25.2,29.2
2020-08-22,"2,843",42.6,24.3,21.7,27.6
2020-08-23,"2,198",0.0,25.3,21.5,29.9
2020-08-24,"3,287",0.0,27.8,23.7,32.0
2020-08-25,"3,361",0.0,29.9,26.0,34.5
2020-08-26,"3,138",0.6,30.2,27.0,34.5
2020-08-27,"2,250",8.7,27.1,25.6,28.6
2020-08-28,"2,781",13.6,27.3,26.0,29.7
2020-08-29,"2,869",13.6,26.8,25.5,29.0
2020-08-30,"2,784",42.5,26.8,24.4,30.6
2020-08-31,"2,930",0.0,26.4,23.8,30.0
2020-09-01,"3,036",0.0,26.6,23.8,29.5
2020-09-02,"3,515",33.3,24.3,22.6,26.4
2020-09-03,"2,903",29.8,22.7,20.0,25.6
2020-09-04,"3,628",0.0,23.3,19.9,27.5
2020-09-05,"3,703",0.0,23.3,19.2,27.3
2020-09-06,"3,600",6.4,21.7,19.5,24.4
2020-09-07,"2,471",61.0,19.2,17.5,20.6
2020-09-08,"2,678",0.0,23.4,20.6,26.5
2020-09-09,"3,532",1.3,21.1,19.0,25.3
2020-09-10,"2,160",3.9,22.8,18.8,27.0
2020-09-11,"2,864",1.2,22.4,19.2,27.1
2020-09-12,"3,002",5.7,20.2,18.1,23.2
2020-09-13,"2,611",0.0,21.5,16.7,26.6
2020-09-14,"3,176",0.0,21.3,17.6,24.9
2020-09-15,"3,269",0.0,23.0,18.9,27.7
2020-09-16,"3,946",0.3,22.5,21.3,24.9
2020-09-17,"3,544",0.0,21.3,20.1,23.6
2020-09-18,"4,127",0.0,21.5,18.1,25.8
2020-09-19,"3,715",0.3,21.2,17.6,26.2
2020-09-20,"3,815",0.0,19.7,15.6,24.9
2020-09-21,"2,983",0.0,19.1,13.6,25.3
2020-09-22,"2,507",0.0,20.2,15.5,25.6
2020-09-23,"3,142",0.0,19.2,15.2,23.8
2020-09-24,"3,189",0.0,20.6,16.8,25.4
2020-09-25,"3,366",0.0,20.1,16.6,25.4
2020-09-26,"3,048",0.0,19.3,14.8,24.8
2020-09-27,"3,088",0.0,20.4,14.9,25.8
2020-09-28,"2,884",0.0,20.7,15.7,26.5
2020-09-29,"2,921",0.0,19.6,15.3,23.9
2020-09-30,"2,747",38.3,19.6,16.2,25.7
2020-10-01,"2,381",0.0,18.8,15.6,23.6
2020-10-02,"2,972",0.0,19.2,16.3,21.9
2020-10-03,"2,479",0.0,19.9,18.3,23.2
2020-10-04,"3,240",0.0,16.6,10.6,21.8
2020-10-05,"2,031",0.0,13.3,8.5,18.4
2020-10-06,"1,507",0.0,14.2,9.3,19.7
2020-10-07,"1,668",0.0,16.0,9.9,22.0
2020-10-08,"1,766",0.0,17.2,12.1,23.1
2020-10-09,"2,326",0.0,17.2,12.4,23.3
2020-10-10,"2,573",0.0,16.9,12.3,21.5
2020-10-11,"2,291",0.0,16.9,12.7,20.8
2020-10-12,"1,526",0.0,16.2,12.1,21.3
2020-10-13,"1,834",0.0,13.6,8.6,18.4
2020-10-14,"1,043",0.0,12.8,8.5,18.0
2020-10-15,722,0.0,11.7,6.5,18.5
2020-10-16,729,0.0,11.8,8.6,15.4
2020-10-17,651,0.0,13.1,8.7,18.6
2020-10-18,723,0.0,13.6,7.2,20.2
2020-10-19,990,0.0,15.1,9.8,21.3
2020-10-20,949,0.0,15.2,9.9,21.7
2020-10-21,"1,089",0.0,14.1,11.8,17.3
2020-10-22,982,0.0,13.5,8.4,18.2
2020-10-23,519,0.0,8.6,5.4,13.3
2020-10-24,270,0.0,8.7,3.2,14.0
2020-10-25,358,0.0,11.8,5.4,18.2
2020-10-26,536,0.0,12.9,8.0,19.0
2020-10-27,535,0.0,14.0,9.0,19.4
2020-10-28,884,0.0,13.8,8.6,18.2
2020-10-29,695,0.0,10.8,5.5,16.1
2020-10-30,543,0.0,11.9,5.8,19.6
2020-10-31,454,0.0,13.6,8.5,18.2
